공모전명,조회수,주최,주관,응모분야,참가자격,접수기간,1등시상금,입사_가산점,인턴정직원_채용,기획/아이디어,광고/마케팅,학술,사진/영상/UCC,디자인,문학/시나리오,건축/건설/인테리어,브랜드/네이밍,예체능,대외활동,취업/창업,IT/소프트웨어/게임,분야별_기타
국립대한민국임시정부기념관 대국민 아이디어 공모,5215,국가보훈처,"국립대한민국임시정보기념관 건립위원회, 국립대한민국임시정보기념관 건립추진단 ",기획/아이디어디자인건축/건설,제한없음,2018-01-29 ~ 2018-03-12,200만원,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
재단법인 한국장례문화진흥원 기관 명칭 공모,9127,보건복지부,한국장례문화진흥원,기획/아이디어네이밍/슬로건광고/마케팅,제한없음,2018-02-01 ~ 2018-03-16,70만원,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
OWHC-AP 세계유산도시 국제사진공모전 2018,8796,세계유산도시기구 아태지역사무처,한국장례문화진흥원,디자인광고/마케팅사진,제한없음,2018-02-01 ~ 2018-04-20,"2,000USD",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
2017 제1회 그래픽 디자인 공모전,46222,"JTB그룹, SBS아카데미컴퓨터아트학원","JTB그룹, SBS아카데미컴퓨터아트학원",디자인,제한없음,2017-03-01 ~ 2017-04-30,상금 300만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제9회 독립기념관 UCC 공모전,4968,독립기념관,독립기념관,기획/아이디어UCC/영상,제한없음,2017-04-01 ~ 2017-06-30,300만원,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
(접수기간 연장) 제15회 대학(원)생 국제개발협력 논문공모,8870,KOICA,KOICA,논문/리포트,대학생/대학원생,2018-02-01 ~ 2018-04-02,500만원,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
고성군 농식품 통합브랜드 명칭(네이밍) 공모,3457,경상남도 고성군,경상남도 고성군,네이밍/슬로건,제한없음,2018-02-01 ~ 2018-02-20,상품권 100만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
제 1회 저탄소 농축산물 인증제 그림일기/UCC 공모전,3674,농림축산식품부,농업기술실용화재단,UCC/영상,제한없음,2018-01-22 ~ 2018-02-28,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"STORY10 챌린지 : 가족을 말하다, 카드뉴스 공모전",4101,한국경제매거진,한국경제매거진,디자인,제한없음,2017-03-27 ~ 2017-05-07,500만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
제8회 관광벤처사업 공모전,2785,문화체육관광부,한국관광공사,취업/창업,제한없음,2018-01-24 ~ 2018-02-28,"3,000만원",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
장애인고용 인식개선 콘테스트 작품 현상 공모전,9706,한국장애인고용공단,한국장애인고용안정협회,논문/리포트기획/아이디어UCC/영상,대학생/대학원생/일반인/중학생/고등학생,2017-04-03 ~ 2017-06-16,200만원,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
광주시 숨은 보물찾기 사진영상 공모,6132,경기도 광주시,경기도 광주시,사진UCC/영상,제한없음,2018-01-02 ~ 2018-12-21,상품권 5만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제4회 송건호 대학사진상 공모전​,27223,"청암언론문화재단, 한겨레미디어","청암언론문화재단, 한겨레미디어",사진,대학생,2017-01-23 ~ 2017-04-02,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017 제15회 경상북도 영상콘텐츠 시나리오 공모전,7110,경상북도,경북문화콘텐츠진흥원,UCC/영상,제한없음,2017-06-26 ~ 2017-07-28,1200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
<내가 선택한 대전> 패러디 영상공모전,3377,대전시인터넷방송,대전시인터넷방송,UCC/영상,제한없음,2017-09-05 ~ 2017-10-31,상금 150만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2017 자몽프로젝트 '스스로 꿈꿔보자, 우리의 복지를' [051 영화제]",1274,부산광역시사회복지협의회,부산광역시사회복지협의회,UCC/영상,제한없음,2017-11-13 ~ 2017-11-19,300만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제7회 의왕시 UCC 공모전,8810,의왕시청,의왕시청,UCC/영상,제한없음,2017-06-26 ~ 2017-10-31,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제9회 보조기기 아이디어 공모전,10953,경기도재활공학서비스연구지원센터,경기도재활공학서비스연구지원센터,기획/아이디어,제한없음,2017-08-01 ~ 2017-11-03,400만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제2회 '독서감상문' 공모전,5926,사단법인 문학사랑협의회,사단법인 문학사랑협의회,문학/수기,제한없음,2017-09-20 ~ 2017-10-31,100만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017 산사랑 디지털 사진 공모전,4325,한국산지보전협회,한국산지보전협회,UCC/영상,제한없음,2017-09-26 ~ 2017-11-10,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
국민체육진흥공단 대학생 아이디어 공모전,4370,국민체육진흥공단,국민체육진흥공단,기획/아이디어,대학생/대학원생,2017-10-16 ~ 2017-11-17,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017 한국자산관리공사 콘텐츠 공모전,22271,한국자산관리공사,한국자산관리공사,기획/아이디어,대학생/대학원생/일반인,2017-07-17 ~ 2017-10-09,300만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
콘텐츠 창작 & 일자리 창출 활성화 공모전,3862,"고용노동부, 문화체육관광부",(재)전남정보문화산업진흥원,기획/아이디어,제한없음,2017-09-29 ~ 2017-11-10,400만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
교통개선 및 관광활성화를 위한 新이동수단 도입 시민 아이디어 공모,3280,서울시 도시재생본부 공공개발센터,서울시 도시재생본부 공공개발센터,기획/아이디어,제한없음,2017-09-21 ~ 2017-10-27,100만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017 강남 홍보영상 콘텐츠 공모전,2589,강남구청,강남구청,UCC/영상,제한없음,2017-09-18 ~ 2017-11-05,50만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제 2회 의약품 안전사용 컨텐츠 공모전,24422,대한약사회 약바로쓰기운동본부,대한약사회 약바로쓰기운동본부,기획/아이디어디자인광고/마케팅UCC/영상예체능,제한없음,2017-07-31 ~ 2017-09-29,200만원,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
2017 강원 창의디자인공모전,16218,"특허청,강원도,한국발명진흥회",강원도 산업경제진흥원(강원지식재산센터),기획/아이디어디자인,대학생/대학원생/일반인,2017-08-16 ~ 2017-09-28,300만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
국내 여행플랜 공모전,3933,한국공항공사,한국공항공사,기획/아이디어,제한없음,2017-09-28 ~ 2017-10-26,100만원 상당 국민관광상품권,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제8회 자전거 사랑 안전 사진 UCC 공모전,5354,행정안전부,행정안전부,UCC/영상,제한없음,2017-09-27 ~ 2017-11-06,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017 ICT/SW기반 사회문제해결 아이디어 공모전,4397,"과학기술정보통신부, 경상북도, 포항시, 정보통신산업진흥원","포항테크노파크, SW융합클러스터",기획/아이디어디자인광고/마케팅,제한없음,2017-09-26 ~ 2017-10-27,100만원,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2017 서울시 앱 공모전,21257,서울특별시,서울특별시,기획/아이디어디자인과학/공학게임/소프트웨어,제한없음,2017-06-01 ~ 2017-10-31,500만원,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2017 대학알리미 활용 공모전,12149,교육부,한국대학교육협의회,기획/아이디어,대학생/대학원생/일반인/고등학생,2017-07-19 ~ 2017-10-15,100만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제11회 김해시 관광기념품 공모전,2291,김해시,김해시,기획/아이디어디자인,제한없음,2017-10-11 ~ 2017-10-12,300만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
제7회 부산 MICE 콘텐츠개발 공모전,2500,부산광역시/부산관광컨벤션포럼,부산관광컨벤션포럼,기획/아이디어전시/페스티발,제한없음,2017-09-01 ~ 2017-11-10,200만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
스포츠 및 체육시설안전 국민참여 공모전,28637,문화체육관광부,국민체육진흥공단,기획/아이디어네이밍/슬로건디자인광고/마케팅UCC/영상,제한없음,2017-07-24 ~ 2017-09-25,300만원,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
제4회 한국지역난방공사 디지털영상·웹툰 공모전,5243,한국지역난방공사,한국지역난방공사,UCC/영상캐릭터/만화,대학생/대학원생,2017-09-22 ~ 2017-11-03,300만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2017 대한민국 과일산업대전 슬로건 공모,2974,농림축산식품부,한국과수농협연합회,기획/아이디어네이밍/슬로건,제한없음,2017-09-22 ~ 2017-10-10,300만원,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2018년 제27회 장애인고용 인식개선 콘텐츠 공모전,5107,고용노동부,한국장애인고용공단,디자인UCC/영상캐릭터/만화,제한없음,2018-02-07 ~ 2018-03-16,250만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2018년도 대전지역암센터 암의 메세지를 전하다 슬로건 공모전,1069,충남대학교병원 대전지역암센터,한국장애인고용공단,네이밍/슬로건,제한없음,2018-02-12 ~ 2018-02-28,20만원(상품권),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018년도 대전지역암센터 암 극복 수기 공모전,752,충남대학교병원 대전지역암센터,한국장애인고용공단,문학/수기,기타,2018-02-12 ~ 2018-02-28,20만원(상품권),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"제2회 웹투어 CM송, 여행영상 공모전",1385,웹투어,한국장애인고용공단,UCC/영상,제한없음,2018-02-12 ~ 2018-03-31,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017 바다여행 공모전,8986,해양수산부,한국해양재단 / 한국어촌어항협회,기획/아이디어광고/마케팅,기타,2017-03-27 ~ 2017-05-10,총 60백만원 /총190백만원,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2017년 대구광역시 공공데이터 활용 경진대회,11069,대구광역시,(재)대구디지털산업진흥원,기획/아이디어UCC/영상예체능과학/공학,대학생/대학원생/일반인/고등학생,2017-03-20 ~ 2017-05-04,500만원,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2017년 일본군 ‘위안부’ 피해자 관련 학생·청소년 작품 공모전,16009,여성가족부,(재)대구디지털산업진흥원,디자인UCC/영상예체능캐릭터/만화,대학생/초등학생/중학생/고등학생,2017-02-19 ~ 2017-09-22,300만원,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
2017 터치․융복합 디스플레이 공모전,5439,산업통상자원부,한국디스플레이산업협회,기획/아이디어과학/공학게임/소프트웨어,제한없음,2017-06-12 ~ 2017-07-28,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
따벗 school 만들기 아이디어 제안 공모전,5692,경기도시공사,한국디스플레이산업협회,기획/아이디어광고/마케팅,대학생/대학원생,2017-06-19 ~ 2017-07-29,100만원,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
폴스미스 디자인 공모전,10598,PAUL SMITH,한국디스플레이산업협회,디자인,제한없음,2017-06-19 ~ 2017-07-30,300만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
K-water 창립 50주년 기념 물사랑 공모전,12657,한국수자원공사,한국수자원공사,디자인광고/마케팅UCC/영상문학/수기,제한없음,2017-09-25 ~ 2017-11-16,300만원,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
2017년 어린이 꿈틀 동요 UCC 공모전,2086,농림축산식품부,농림수산식품교육문화정보원,UCC/영상,제한없음,2017-05-15 ~ 2017-06-30,60만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제2회 핀테크 아이디어 공모전,3636,"부산광역시, 한국거래소, 한국예탁결제원. 코스콤,부산은행",사단법인 글로벌 핀테크산업 진흥센터,기획/아이디어과학/공학,대학생/대학원생/일반인/고등학생/기업,2017-09-25 ~ 2017-11-03,300만원,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"내 손으로 만드는 근로복지공단 병원 카드뉴스,광고 공모전",3421,근로복지공단,근로복지공단,디자인광고/마케팅,제한없음,2017-09-22 ~ 2017-11-03,200만원,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
제5회 대학생 전시디자인 공모전,4064,"한국전시산업진흥회, 한국전시디자인설치협회","한국전시산업진흥회, 한국전시디자인설치협회",기획/아이디어디자인광고/마케팅건축/건설,대학생,2017-10-16 ~ 2017-10-27,300만원,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
세종~포천 첨단고속도로 경관설계 공모전,9720,한국도로공사,한국도로공사,기획/아이디어디자인,대학생/대학원생/기업,2017-02-17 ~ 2017-04-17,3억원(용역권),0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
제3회 강원공공데이터 창업 앱 개발 공모전,22392,강원도,(재)강원정보문화진흥원,기획/아이디어디자인광고/마케팅게임/소프트웨어,제한없음,2017-06-23 ~ 2017-09-30,600만원,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
제25회 눈높이 아동문학대전,35521,"대교문화재단, 세계청소년문화재단",대교,기획/아이디어디자인광고/마케팅예체능문학/수기,대학생/대학원생/일반인/초등학생,2017-07-01 ~ 2017-09-30,"1,000만원",0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
물순환 선도도시 홍보 포스터 공모전,27976,환경부,환경보전협회,디자인광고/마케팅예체능,제한없음,2017-06-26 ~ 2017-09-22,200만원,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
전자파 오해와 진실 동영상 공모전,10658,"미래창조과학부, 한국전파진흥협회",한국전파진흥협회,사진UCC/영상캐릭터/만화,제한없음,2017-07-20 ~ 2017-10-13,300만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
세대공감 자서전 내가 쓰는 아빠 엄마 이야기 공모전,14309,국민대통합위원회,국민대통합위원회,디자인UCC/영상예체능문학/수기,제한없음,2017-03-10 ~ 2017-04-30,문화상품권,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
공사장 가설울타리 상상(想像)디자인 공모전,7719,서초구청,서초구청,디자인예체능,제한없음,2017-05-08 ~ 2017-05-19,700만원,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"2017 대한민국 농촌재능나눔 포스터, UCC, 사진 공모전",5267,농림축산식품부,한국농어촌공사,디자인사진UCC/영상,대학생/대학원생/일반인,2017-08-10 ~ 2017-10-13,200만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
15회 LH 대학생 광고 공모전,5025,LH한국토지주택공사,LH한국토지주택공사,기획/아이디어디자인광고/마케팅UCC/영상,대학생/대학원생,2017-09-18 ~ 2017-11-06,500만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2017년 동해안 석호 사진 공모전,2400,환경부 원주지방환경청,환경부 원주지방환경청,UCC/영상,제한없음,2017-09-18 ~ 2017-11-30,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제3회 세종도서 독서감상문 대회,3550,한국출판문화산업진흥원,환경부 원주지방환경청,논문/리포트문학/수기,제한없음,2017-06-12 ~ 2017-10-13,100만원 상당 도서상품권,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
제25회 중소기업 지원 아이디어 공모전,8600,"중소기업진흥공단, (주)헤럴드경제","중소기업진흥공단, (주)헤럴드경제",기획/아이디어,제한없음,2017-08-11 ~ 2017-10-31,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제25회 우체국예금보험 초․중․고등학생 글짓기 대회,2610,우정사업본부,우정사업본부,문학/수기,초등학생/중학생/고등학생,2017-09-11 ~ 2017-10-17,100만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
제2회 충북 청년창업베이스캠프 START-UP 아이템경진대회,1832,충청북도,충북산학융합본부 청년창업베이스캠프,기획/아이디어광고/마케팅취업/창업,대학생/대학원생/일반인,2017-08-28 ~ 2017-09-22,300만원,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
학교폭력 예방 및 극복 수기 공모전,3468,교육부,교육부,기획/아이디어문학/수기,제한없음,2017-09-18 ~ 2017-10-28,100만원,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
국민과 함께 만드는 육군 간부 홍보 영상,4883,육군본부,육군본부,기획/아이디어디자인광고/마케팅UCC/영상,제한없음,2017-07-10 ~ 2017-09-18,500만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
대한민국 테마여행 10선 권역별 관광콘텐츠 사업자 연장공모,2518,문화체육관광부,한국관광공사,기획/아이디어,대학생/대학원생/일반인/중학생/기업,2017-09-14 ~ 2017-09-25,국고지원금,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
제1회 승강기안전 디자인 공모전,3425,한국승강기안전공단,한국승강기안전공단,디자인,대학생/대학원생/일반인,2017-09-11 ~ 2017-11-10,200만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017 국군 감동 스토리 공모전,2535,국방부,국방부,문학/수기,제한없음,2017-09-11 ~ 2017-10-31,100만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
휴먼 인지 증강 서비스 시나리오 공모전,1659,한국전자통신연구원,씨아이큐빅,기획/아이디어UCC/영상문학/수기,제한없음,2017-09-13 ~ 2017-10-12,120만원,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"2018 균형발전 30초 광고제, 우리지역 자랑하기",2432,"대통령직속 지역발전위원회, 지역발전포털 레디스",한국산업기술평가관리원,기획/아이디어광고/마케팅UCC/영상취업/창업경품/이벤트,제한없음,2018-02-05 ~ 2018-03-30,100만원,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1
2017 송파구 UCC 공모전(송파를 담아라),1314,송파구청,한국산업기술평가관리원,광고/마케팅UCC/영상,제한없음,2017-07-01 ~ 2017-08-14,100만원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2017 제대군인 주간 영상 공모전,20816,국가보훈처,국가보훈처,기획/아이디어광고/마케팅UCC/영상,제한없음,2017-08-01 ~ 2017-09-15,500만원+롯데상품권 100만원,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017년 국민참여 해양안전 공모전,4569,"해양수산부, 해양안전실천본부",선박안전기술공단,디자인광고/마케팅문학/수기캐릭터/만화,제한없음,2017-09-15 ~ 2017-10-27,300만원,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
2017 무궁화 문화작품 공모전,3749,산림청,작은결혼정보센터,디자인UCC/영상,제한없음,2017-06-15 ~ 2017-07-21,300만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
고정밀 위치정보기술을 활용한 아이디어 공모전,2661,국토교통부,문화방송,기획/아이디어,제한없음,2017-09-11 ~ 2017-11-30,800만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
한국주택금융공사 홍보영상 공모전,3963,한국주택금융공사,한국주택금융공사,UCC/영상,제한없음,2017-08-10 ~ 2017-10-10,500만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제2회‘창원 STORY’초단편영화 공모전 개최공고,21049,창원시청,창원시청,기획/아이디어광고/마케팅UCC/영상,제한없음,2017-03-27 ~ 2017-09-15,200만원,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2017년 승강기안전UCC공모전,2207,행정안전부,한국승강기안전공단,UCC/영상,제한없음,2017-09-07 ~ 2017-10-10,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
대한안과학회 제 47회 눈의 날 사진공모전,2347,대한안과학회,대한안과학회,기획/아이디어광고/마케팅UCC/영상,제한없음,2017-09-11 ~ 2017-10-12,500만원,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
농식품 파란 창업 아이디어 캠프 경연대회,4162,농협미래농업지원센터,농협미래농업지원센터,기획/아이디어취업/창업,대학생/기타,2017-09-11 ~ 2017-11-03,"10,000천원",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
미래도시 공공공간 장소만들기 아이디어 페스티벌,3181,경기도시공사,경기도시공사,기획/아이디어,제한없음,2017-09-11 ~ 2017-10-10,"2,000만원",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
전남개발공사 공동주택(아파트) 브랜드 네이밍 공모전,22474,전남개발공사,전남개발공사,기획/아이디어네이밍/슬로건디자인광고/마케팅문학/수기건축/건설,제한없음,2017-08-07 ~ 2017-09-08,300만원,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0
제4회 아름다운 조경·정원사진 공모전,1099,(사)한국조경사회,(사)한국조경사회 역사문화위원회,기획/아이디어디자인광고/마케팅UCC/영상,제한없음,2017-09-04 ~ 2017-09-11,100만원,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
2017 전국 중∙고등학교 학생 ＇우리 땅 독도＇ 산문 공모전,2549,(재)독도의용수비대기념사업회,(재)독도의용수비대기념사업회,문학/수기,중학생/고등학생,2017-09-11 ~ 2017-10-27,70만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
제2회 학생독립운동 UCC 공모전,1330,광주학생독립운동기념회관,광주광역시교육청,광고/마케팅UCC/영상,중학생/고등학생,2017-07-17 ~ 2017-09-08,50만원,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
대한민국 테마여행 10선 권역별 관광콘텐츠 사업자 공모,3975,문화체육관광부,한국관광공사,기획/아이디어취업/창업,대학생/대학원생/일반인/기업,2017-08-23 ~ 2017-09-13,국고지원금,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
제15회 아름다운 한강 사진 공모전,20303,환경부 한강유역환경청,환경보전협회,UCC/영상,제한없음,2017-07-24 ~ 2017-09-15,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
제2회 LG화학 대학생 광고공모전,6937,LG화학,LG화학,기획/아이디어광고/마케팅UCC/영상,대학생/대학원생,2017-10-01 ~ 2017-10-22,500만원,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
2017 서울여성공예창업대전 개최,1341,서울특별시,서울특별시여성능력개발원,기획/아이디어디자인,기타,2017-08-21 ~ 2017-09-08,서울특별시장 상장,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
제3회 전국 고등학생 UCC·포스터 공모전,3045,한국복지대학교,한국복지대학교 유니버설디자인과,디자인UCC/영상,고등학생,2017-09-18 ~ 2017-10-30,100만원,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"평창올림픽을 위한 한식문화행사  겨울, 宴 [잔치: 연]; 향(響), 온(穩), 단(亶)",1041,문화체육관광부,한국문화원연합회,UCC/영상,제한없음,2017-12-04 ~ 2017-01-12,200만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
순천시 신청사 전국 대학생 건축설계 아이디어 공모전,3611,순천시,순천시,기획/아이디어디자인건축/건설,대학생,2017-12-15 ~ 2017-12-29,500만원,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
경기도 공유농업 브랜드 명칭 및 슬로건 공모전,9551,경기농식품유통진흥원,경기농식품유통진흥원,네이밍/슬로건,제한없음,2017-12-04 ~ 2017-12-13,20만원,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017 생활문제해결 ICT 아이디어 공모,15247,과학기술정보통신부,정보통신기술진흥센터,기획/아이디어,제한없음,2017-09-01 ~ 2017-10-15,아이패드프로10.5(1명),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
일반보증 및 햇살론(자영업자) 수기공모,1313,"신용보증재단중앙회, 지역신용보증재단","신용보증재단중앙회, 지역신용보증재단",문학/수기,일반인/기타,2017-08-01 ~ 2017-10-31,2백만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11월 HSK 시험은 HSK 시험센터에서,3799,HSK 시험센터,HSK 시험센터,경품/이벤트,제한없음,2017-09-29 ~ 2017-10-15,2백만원,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
스포츠강좌이용권 지원사업 체험수기 공모전,1689,문화체육관광부,국민체육진흥공단,문학/수기,제한없음,2017-10-16 ~ 2017-11-12,100만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
한국동서발전 일자리 창출 아이디어 공모전,10396,한국동서발전,한국동서발전,기획/아이디어,제한없음,2017-10-01 ~ 2017-10-31,200만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017년 서울 미래유산 달력사진 공모전,3011,서울특별시,서울특별시,UCC/영상,제한없음,2017-10-16 ~ 2017-11-12,30만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"푸른 꿈, 행복한 힐링 산림복지 선도기관 국립횡성숲체원 슬로건 공모",1875,국립횡성숲체원,서울특별시,네이밍/슬로건,제한없음,2018-02-12 ~ 2018-02-23,"10만원 상당 상품권, 국립횡성숲체원",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Solid Edge 엔지니어링 디자인 공모전 2017,17783,지멘스 PLM 소프트웨어,지멘스 PLM 소프트웨어,기획/아이디어디자인과학/공학건축/건설,대학생/대학원생,2017-08-01 ~ 2017-11-17,HP Mobile Workstatio,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
제4회 공간정보 시뮬레이션 경진대회,5104,LX한국국토정보공사,LX한국국토정보공사,기획/아이디어광고/마케팅건축/건설,제한없음,2017-09-01 ~ 2017-10-20,300만원,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
JDC형 사회공헌사업 아이디어 공모,2325,제주국제자유도시개발센터,제주국제자유도시개발센터,기획/아이디어,제한없음,2017-10-23 ~ 2017-11-06,500만원,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
한국전력 미디어 콘텐츠 공모전,20277,한국전력공사,한국전력공사,디자인광고/마케팅UCC/영상,제한없음,2017-10-23 ~ 2017-11-27,500만원,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
제19회 대학생 경제유니버시아드 대회,5105,"이데일리, KG아이티뱅크","이데일리, KG아이티뱅크",논문/리포트기획/아이디어네이밍/슬로건디자인광고/마케팅,대학생/대학원생,2017-10-16 ~ 2017-11-22,300만원,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0
판교도시첨단산업도시 브랜드 공모전,4828,국토교통부,경기도시공사,네이밍/슬로건,제한없음,2017-10-23 ~ 2017-11-02,아이패드 Pr0 10. 5 64Gb,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
한국시설안전공단 대학원생 우수연구실적공모전,2586,한국시설안전공단,한국시설안전공단,논문/리포트기획/아이디어,대학원생,2017-09-27 ~ 2017-10-29,20만원,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2017 대한민국 과일산업대전 우리과일 페스티벌,3572,농림축산식품부,한국과수농협연합회,문학/수기,제한없음,2017-09-27 ~ 2017-10-30,20만원,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
한국해양과학기술원 해양심층수 UCC 공모전,2319,해양수산부,한국해양과학기술원,UCC/영상,대학생/대학원생,2017-10-30 ~ 2017-12-08,100만원,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
S-IDEA 2017 디자인 공모,11695,"문화체육관광부, 국민체육진흥공단",한국스포츠개발원,기획/아이디어디자인,제한없음,2017-10-23 ~ 2017-11-20,500만원,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
인천광역시 고령사회 대응센터 CI 창작 공모전,9880,인천여성가족재단,인천여성가족재단,디자인,제한없음,2017-10-25 ~ 2017-11-24,500만원,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
