공모전명,조회수,주최,주관,응모분야,참가자격,접수기간,1등시상금,입사_가산점,인턴정직원_채용,기획/아이디어,광고/마케팅,학술,사진/영상/UCC,디자인,문학/시나리오,건축/건설/인테리어,브랜드/네이밍,예체능,대외활동,취업/창업,IT/소프트웨어/게임,분야별_기타
2018 미래 인재 컨퍼런스,2074,"뉴스토마토, 토마토TV","뉴스토마토, 토마토TV",대외활동,제한없음,2018-02-07 ~ 2018-02-22,컨퍼런스,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"한국장례문화진흥원, 홍보 서포터즈‘G-프렌즈’3기 모집",2752,보건복지부,(재)한국장례문화진흥원,대외활동,제한없음,2018-02-05 ~ 2018-03-16,매월 소정의 활동비 지급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018학년도 전기 국민대학교 VR디자인학과 신입생 모집,3650,국민대학교 VR디자인학과,국민대학교 VR디자인학과,대외활동취업/창업장학(금)재단,대학생/대학원생/일반인,2017-09-29 ~ 2017-10-28, ,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
괜찮니 서포터즈 모집,10279,"보건복지부, 중앙자살예방센터","보건복지부, 중앙자살예방센터",기획/아이디어광고/마케팅대외활동,대학생,2017-03-20 ~ 2017-04-02,"체험,참여",0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2017 대학생 통상 정책 토론대회,2004,산업통상자원부,한국경제매거진,대외활동,대학생/대학원생,2017-09-28 ~ 2017-11-03,400만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
oksusu X 오버워치 전국 대학 경쟁전,9012,sk브로드밴드,sk브로드밴드,게임/소프트웨어대외활동경품/이벤트,대학생,2017-02-22 ~ 2017-03-31,"1,400만원",0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LH 소셜벤처 창업지원사업,7269,한국토지주택공사,주거복지재단,기획/아이디어대외활동취업/창업,대학생/대학원생/일반인,2017-05-22 ~ 2017-06-16,"15팀 선발, 지원금 총 1.5억원",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
보건복지부 대학생 금연서포터즈 11기 모집,6411,보건복지부,보건복지부,기획/아이디어광고/마케팅대외활동,대학생,2017-03-24 ~ 2017-04-17,해외 보건당국 탐방,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
제3회 ING 생명 오렌지 아이디어 캠프,2669,ING 생명,근로복지공단,기획/아이디어대외활동,대학생/대학원생,2017-06-12 ~ 2017-06-23,300만원,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
청년고용정책 아이디어 공모전,3747,고용노동부,고용노동부,기획/아이디어광고/마케팅대외활동취업/창업,대학생/대학원생/일반인/고등학생,2017-09-25 ~ 2017-10-15,100만원,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
월드프렌즈ICT 봉사단 모집,3111,미래창조과학부,한국정보화진흥원,봉사활동해외,대학생/대학원생/일반인,2017-04-03 ~ 2017-04-14,문화상품권,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
제9회 칠장사 어사 박문수 전국 백일장,1298,대한불교조계종칠장사,대한불교조계종칠장사,문학/수기대외활동,중학생/고등학생,2017-09-18 ~ 2017-10-18,300만원,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017 여성가족부 작은결혼 서포터즈 모집,1834,여성가족부,작은결혼정보센터,대외활동,대학생/대학원생/일반인/기타,2017-06-19 ~ 2017-07-09,300만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
유럽&중국&미국&말레이시아 드리머즈,1263,아이쿠스,아이쿠스,대외활동,대학생/대학원생/일반인,2017-09-12 ~ 2017-09-30,최대 64시간 봉사활동 확인서 발급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
포스코건설 대학생 봉사단 해피빌더 8기 모집,1394,포스코건설,포스코건설,기획/아이디어예체능대외활동봉사활동해외,대학생,2018-02-07 ~ 2018-03-09,우수단원 시상,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
불법영상물(몰래카메라) 신고 문화 확산을 위한 불법영상물 예방 메신저단 모집,2676,여성가족부,여성가족부,대외활동봉사활동,기타,2017-10-20 ~ 2017-11-03,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
외교관과의 대화 in 경기,3118,외교부,외교부,기획/아이디어대외활동,제한없음,2017-10-23 ~ 2017-11-17,체험/참여,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017 대한민국 위치기반 서비스 공모전,5370,방송통신위원회,한국인터넷진흥원,기획/아이디어광고/마케팅과학/공학게임/소프트웨어대외활동,제한없음,2017-06-05 ~ 2017-07-28,"1,000만원",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
제2회 국립공원사랑 프레젠테이션대회,2969,환경부,국립공원관리공단,기획/아이디어디자인광고/마케팅예체능대외활동,제한없음,2017-04-17 ~ 2017-07-25,100만원,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
제5회 전국 대학생 인구토론대회,2782,인구보건복지협회,"(사)E컨슈머, 산업통상자원부, 전력거래소",문학/수기대외활동,대학생,2017-05-11 ~ 2017-06-11,600만원,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2017년 강원상품권 대학생 홍보유랑단 모집,852,강원도,강원도,대외활동,대학생,2017-11-09 ~ 2017-11-20,150만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
아이쿠스 유럽 드리머즈 (78기 ~95기) 모집,4059,아이쿠스,아이쿠스,예체능대외활동,제한없음,2017-11-14 ~ 2017-12-29,150만원,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2018 라이프플러스 앰배서더 2기 모집,8448,한화,라이프플러스,기획/아이디어광고/마케팅대외활동,대학생,2018-01-10 ~ 2018-01-28,해외 여행상품권 지급,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
2017 대학생 생명사랑 서포터즈 9기 모집,2072,보건복지부,인구보건복지협회,대외활동,대학생,2017-03-22 ~ 2017-04-16,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
에너곤캠프 취업역량강화 마케팅리얼토크,959,에너곤캠프,대전광역시,대외활동,제한없음,2017-09-01 ~ 2017-09-28,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
하만리그기자단 3기 모집,6345,HARMAN,(주)소메이저,광고/마케팅대외활동,제한없음,2017-11-15 ~ 2017-12-13,체험/참여,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
제1회 농업·농촌 가치 전파 스토리텔링대회,8953,농협,도농협동연수원,기획/아이디어대외활동,고등학생,2017-11-20 ~ 2017-12-10,100만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017 동부 GAPS 투자대회,7347,동부문화재단,동부증권,논문/리포트기획/아이디어디자인광고/마케팅사진UCC/영상문학/수기게임/소프트웨어대외활동취업/창업장학(금)재단,대학생/대학원생,2017-04-17 ~ 2017-05-12,500만원,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
청년 DESIGN 4.0 특공대 참가자 모집,1553,경상북도경제진흥원,경상북도경제진흥원,기획/아이디어광고/마케팅대외활동,대학생/일반인,2017-07-10 ~ 2017-07-31,240만원,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
제1회 식품외식산업정보를 활용한 대학생 식품산업 논문경진대회,2825,농림축산식품부,aT한국농수산식품유통공사,논문/리포트대외활동장학(금)재단,대학생,2017-04-05 ~ 2017-08-31,500만원,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
국가보훈처 제11기 훈남훈녀 온라인 기자단 모집,5562,국가보훈처,농업인의 날 행사추진위원회,기획/아이디어광고/마케팅대외활동,대학생/대학원생,2018-01-10 ~ 2018-02-04,매월 우수기자 선정 등,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2017 경기도 제1회 제안 창조오디션,30686,경기도청,경기도청,기획/아이디어네이밍/슬로건디자인대외활동,제한없음,2017-02-17 ~ 2017-04-04,500만원,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2017 대학생 절주서포터즈 모집,4715,한국건강증진개발원,한국건강증진개발원,대외활동경품/이벤트전시/페스티발,대학생,2017-03-14 ~ 2017-03-22,해외탐방 또는 장학금,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2017 민주시민교육 강연자 및 시나리오 공모전,8403,선거연수원,한국건강증진개발원,논문/리포트기획/아이디어대외활동,제한없음,2017-07-03 ~ 2017-08-31,150만원,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"1등 숙박어플, 여기어때 서포터즈 21기 모집",395,위드이노베이션,여기어때,대외활동,제한없음,2018-02-05 ~ 2018-02-11,숙박비 지원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
근로복지공단 희망누리꾼 대학생 기자단 8기 모집,299,근로복지공단,여기어때,UCC/영상대외활동,대학생,2018-01-29 ~ 2018-02-11,숙박비 지원,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
무언가 축제기획단 미음 3기 모집,328,(주)무언가,여기어때,대외활동,제한없음,2018-02-08 ~ 2018-02-11,수료증 지급,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
대학생 진로기자단 모집,451,수원시청소년육성재단,청소년희망등대센터,기획/아이디어대외활동,기타,2018-02-06 ~ 2018-02-07,수료증 지급,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2018 '서울 영상 창작가' 모집,3728,서울시,서울시,대외활동,기타,2018-02-19 ~ 2018-03-23,제작비 지원 외,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
대한민국 테마여행 10선 권역별 관광콘텐츠 사업자 공모 사업 설명회,1459,문화체육관광부,한국관광공사,대외활동취업/창업경품/이벤트,제한없음,2017-08-24 ~ 2017-08-29,500만원,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
맛남맛녀 서포터즈 2기 모집(기간 변경),429,라운드피플,한국관광공사,대외활동,대학생/대학원생/일반인,2018-01-22 ~ 2018-02-04,BEST 서포터 시상,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018 조달청 블로그 기자단 '나르미' 모집,762,조달청,한국관광공사,기획/아이디어문학/수기대외활동,제한없음,2018-01-30 ~ 2018-02-09,우수 활동기자 포상,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
청소년 진로탐색 프로젝트 <꿈꿈학교 3기> 모집!,1244,"대구광역시,  재단법인 대구가톨릭 청소년회",대구청소년창의센터,디자인UCC/영상대외활동취업/창업,기업,2018-01-22 ~ 2018-02-09,200만원,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
제 10기 통계청 블로그기자단 모집,318,레인보우컴,통계청,대외활동,대학생,2018-01-26 ~ 2018-02-08,우수 활동기자 표창,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
외교부 서포터즈 11기 모집,1869,외교부,외교부,기획/아이디어대외활동,대학생,2017-07-03 ~ 2017-07-23,"명함, 단체복 및 활동비 지급 등",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017년 에어부산 배틀 트래블러 1기 모집,3592,에어부산,에어부산,기획/아이디어광고/마케팅대외활동,대학생,2017-07-10 ~ 2017-07-30,200만원,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
맛있는 토크 콘테스트,2037,나우올제조직위원회,베티카,기획/아이디어대외활동,대학생/대학원생/일반인,2017-08-21 ~ 2017-10-13,대상 1명(200만 원),0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
제 10기 행복청 블로그 기자단 모집,450,행정중심복합도시건설청,베티카,대외활동,대학생/대학원생,2018-02-02 ~ 2018-02-28,우수 콘텐츠 선정 및 포상,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"유럽축제x유럽여행 2018 여름, 워크페스티벌 참가자 모집!",7482,(주) 코아인,한국&이탈리아 문화교류 단체 코아인,대외활동전시/페스티발,대학생/대학원생/일반인,2018-02-13 ~ 2018-07-26,코아인 인턴십 제공,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
제22회 공개강연 & 제23기 교육생 모집 안내,365,차세대 HR 아카데미,한국&이탈리아 문화교류 단체 코아인,대외활동,제한없음,2018-02-05 ~ 2018-02-25,우수 활동자 선정 추후 포상 예정​,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제2회 겨레얼살리기 전국 대학생 토론대회,4685,(사)겨레얼살리기국민운동본부,한국생명공학연구원 국가연구안전관리본부,기획/아이디어광고/마케팅대외활동,대학생/일반인,2017-09-04 ~ 2017-09-18,300만원,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
제20기 대법원 영블로거위원회 공개 모집,1964,대법원,"임우형, 유치형, 정민지, 황혜림, 김리아",기획/아이디어UCC/영상대외활동,대학생,2017-06-12 ~ 2017-07-02,30만원,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
서울시 공공앱 오픈소스 프로젝트 경진대회 공모,1968,서울특별시,"임우형, 유치형, 정민지, 황혜림, 김리아",게임/소프트웨어대외활동,제한없음,2017-08-08 ~ 2017-09-10,1000만원,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2017 통일창업 아이디어 공모전,5067,통일부,"임우형, 유치형, 정민지, 황혜림, 김리아",기획/아이디어대외활동,대학생/대학원생/일반인/기타,2017-06-12 ~ 2017-07-20,500만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
소셜메이커스 퀴즈 크리에이터 1기 모집,800,소셜메이커스,소셜메이커스,광고/마케팅대외활동,대학생/일반인,2017-06-01 ~ 2017-06-30,100만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
KEPCO 대학생 서포터즈 5기 모집,1294,KEPCO,국립서울현충원,대외활동,대학생,2017-06-07 ~ 2017-06-23,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
온라인 야생 대학 배틀,1706,블리자드,"한국철도건축기술협회, 한국교통대학교 교통건축연구소",대외활동경품/이벤트,대학생,2017-06-01 ~ 2017-06-15,50만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2017 창업드림 요리대회,2637,"고용노동부, 고양시",(사)고양시기업·경제인연합회,기획/아이디어광고/마케팅대외활동취업/창업,기타,2017-05-10 ~ 2017-06-09,500만원,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
제1회 영호남 청년문화예술 박람회 전시/공연 공모전,3345,문화체육관광부,매일신문사,디자인UCC/영상예체능대외활동,제한없음,2017-07-03 ~ 2017-07-15,200만원,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
樂 & Roll 관광두레 단편영상 공모전,3743,"문화체육관광부,한국관광공사,한국문화관광연구원,관광두레",여행노트,UCC/영상대외활동,제한없음,2017-08-11 ~ 2017-08-27,"1,000만원",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
제 4기 생태관광 영리더스클럽 모집,1053,환경부,한국생태관광협회,대외활동,대학생,2017-06-05 ~ 2017-06-25,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제2회 서울미래유산 블로그 포스팅 공모전,11954,서울특별시,톡소다,광고/마케팅대외활동,제한없음,2017-05-25 ~ 2017-06-30,50만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2017 진로직업 체험박람회 전문대학 학생기자단 모집,302,한국전문대학교 협의회,매경미디어그룹,대외활동,대학생,2017-05-22 ~ 2017-06-18,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
상상editor] 11기,682,KT&G상상univ.,KT&G상상univ.,기획/아이디어대외활동,대학생,2017-05-22 ~ 2017-06-26,200만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
상상volunteer] 14기,883,KT&G상상univ.,KT&G상상univ.,봉사활동,제한없음,2017-05-22 ~ 2017-06-26,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"서울지방보훈청, 나라사랑 팟캐스트 <나라사랑 TV> MC 모집",3118,서울지방보훈청,비전메이커플러스,대외활동,대학생/초등학생/중학생/고등학생,2017-05-02 ~ 2017-05-29,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017년도 119 시민수상구조대원 모집,588,서울특별시 소방재난본부,서울특별시 소방재난본부 재난대응과 구조대책팀,봉사활동,제한없음,2017-05-22 ~ 2017-06-05,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017 대한민국 우표디자인 공모대전 수상작 표절 검증 이벤트,10027,우정사업본부,한국우편사업진흥원,기획/아이디어디자인광고/마케팅UCC/영상예체능대외활동,제한없음,2017-06-01 ~ 2017-06-14,200만원,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0
2017 제2차 재도전 컴백캠프,797,미래창조과학부,정보통신산업진흥원,대외활동취업/창업,제한없음,2017-05-01 ~ 2017-05-30,100만원,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
KT&G복지재단 2018년 겨울방학 대학생 정기봉사자 모집,639,KT&G복지재단,KT&G복지재단,봉사활동,대학생,2017-11-21 ~ 2017-12-17,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청년소비자 IT워치독 모집,439,(사)소비자와함께,(사)소비자와함께,대외활동,대학생/대학원생,2017-12-18 ~ 2017-12-31,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청년 기업탐방단과 좋은 기업 찾기,1131,협동조합 달팽이쿱,협동조합 달팽이쿱,광고/마케팅사진UCC/영상대외활동취업/창업,제한없음,2017-11-29 ~ 2017-12-31,700만원,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
대외활동플러스 스타트 청춘MD 모집,854,대외활동플러스,대외활동플러스,광고/마케팅대외활동,제한없음,2017-12-20 ~ 2017-12-28,500만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
대학생 신재생에너지 기자단 13기 모집,393,대학생신재생에너지기자단,대학생신재생에너지기자단,대외활동,제한없음,2017-12-06 ~ 2017-12-30,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22기 아이빛연구소 멘토 모집,279,아이빛연구소,아이빛연구소,대외활동,대학생,2017-11-27 ~ 2017-12-13,15만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018 제11회 그린보트 자원봉사 그린크루 모집,617,환경재단,환경재단 세중여행,봉사활동,제한없음,2017-12-06 ~ 2017-12-27,15만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SNP 서포터즈 스킨테일러 2기 모집,404,SNP화장품,SNP화장품,기획/아이디어광고/마케팅대외활동,대학생,2017-11-27 ~ 2017-12-10,1000만원,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
기획재정부 온라인 모니터링단 모집,581,기획재정부,한국재정정보원,대외활동봉사활동,기타,2017-10-23 ~ 2017-12-15,체험/참여,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
와우챌린저 도전자의 탄생,431,와우프레스(주),와우프레스(주),디자인대외활동,대학생,2017-11-27 ~ 2017-12-15,우수1팀 20만원,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
한강예술공원에서 활동할 리더 자원활동가를 모집,606,서울특별시,서울특별시,대외활동봉사활동,제한없음,2017-11-15 ~ 2017-12-11,해외기관 유급 인턴십,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KB증권 서포터즈 KB청춘스타 2기모집,1385,KB증권,KB증권,대외활동,대학생,2017-12-07 ~ 2017-12-29,KB증권 인턴십 3개월 또는 입사지원,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
와글 청소년 개인방송 서포터즈 1기 모집,926,주식회사 리모트몬스터,주식회사 리모트몬스터,사진UCC/영상대외활동,고등학생/기타,2017-12-05 ~ 2017-12-16,100만원,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
[KB국민은행] 학습멘토링 대학생 봉사단 모집,666,KB국민은행,아이들과미래재단,봉사활동,대학생/대학원생,2017-12-01 ~ 2017-12-15,180만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PCA생명 JA Korea 매직넘버경제교실 대학생 봉사단 모집,544,JA Korea,PCA-JA,봉사활동,대학생,2017-11-23 ~ 2017-12-06,200만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제대로 미친 자들을 찾습니다! 팀 화이트 14기 모집,5834,한국소비자포럼,한국소비자포럼,기획/아이디어광고/마케팅대외활동,대학생,2017-11-21 ~ 2017-12-26,우수활동자 장학금 지급,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
(주)동서 토블론 브랜드 앰버서더 7기 모집,824,(주)동서,(주)동서,기획/아이디어광고/마케팅대외활동,대학생/대학원생/기타,2017-12-01 ~ 2017-12-31,50만원,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
연애메이커 세미나,1134,놀고테크 / Creative Thon / 크래프티즈 / 메이킹협동조합(Cre8on Makers Group),대전광역시,대외활동,대학생/대학원생/일반인/고등학생/기업/기타,2017-11-23 ~ 2017-11-25,"영화티켓, 외식상품권",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
적정기술과 헤커톤의 만남 적정기술톤,1802,놀고테크 / Creative Thon / 크래프티즈,중소벤처기업부 / 한국과학창의재단,과학/공학건축/건설대외활동전시/페스티발,제한없음,2017-11-23 ~ 2017-11-24,100만원,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
아빠 육아팁 추천하기,1183,부산여성가족개발원 일가정양립지원센터,부산여성가족개발원 일가정양립지원센터,대외활동경품/이벤트,기타,2017-11-23 ~ 2017-11-27,150만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2018년도 상반기 대학생 학습도우미 파견 사업 가꿈 봉사자 모집안내,887,한국지역아동센터연합회,한국지역아동센터연합회,봉사활동,대학생,2017-12-01 ~ 2017-12-20,90만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"삼성전자, 수원 삼행시 필진 8기 모집",492,삼성전자 수원 삼행시,수원 삼행시,대외활동,제한없음,2017-12-13 ~ 2017-12-26,90만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
청소년 사이버폭력 심각성 알림이,5109,SWUN(서울여대 평화기구),SWUN(서울여대 평화기구),기획/아이디어네이밍/슬로건대외활동,제한없음,2017-11-06 ~ 2017-11-24,90만원,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
저널리즘 스쿨 2018,1496,코리아 엑스포제(영문 언론사),코리아 엑스포제,대외활동해외,일반인/고등학생/기타,2017-12-01 ~ 2017-12-20,500만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
보람찬 겨울방학을 위한 온라인 멘토링 대외활동 든든멘토 22기 모집,438,공블러,공블러,대외활동,대학생,2017-11-28 ~ 2017-12-11,상품권 100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
그린블루 크리에이터 7기 모집,1039,(NGO단체) 조인어스코리아,조인어스코리아,기획/아이디어대외활동봉사활동,제한없음,2018-01-05 ~ 2018-02-01,체험/참여,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
제13회 한국MICE아카데미,520,(사)한국MICE협회,(사)한국MICE협회,대외활동,대학생/대학원생/기타,2017-11-20 ~ 2017-12-10,1천만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
브알라 서포터즈 1기 모집,489,(주)브알라,(주)브알라,광고/마케팅대외활동,제한없음,2017-11-21 ~ 2017-12-19,100만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
TV조선 2018 국제포럼 서포터즈 모집,1065,TV조선,TV조선,대외활동전시/페스티발,대학생/대학원생,2018-02-14 ~ 2018-03-07,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
세계 등대 총회(제19차 IALA 컨퍼런스) 개최 기념 희망등대원정대 모집,2253,해양수산부,"IALA, 인천시, 해양경찰, 한국항로기술표지협회",기획/아이디어디자인대외활동,대학생/대학원생/일반인/기타,2018-02-19 ~ 2018-03-11,100만원,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
너와 나의 수시합격! LinC 수시합격멘토 7기 모집,995,LinC(링크),LinC(링크),대외활동봉사활동,대학생/기업,2018-01-17 ~ 2018-01-31,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
수원청소년문화센터 2018년 대학생문화기획단 단원 모집,468,수원청소년문화센터,수원청소년문화센터,기획/아이디어대외활동,대학생,2018-01-16 ~ 2018-02-10,200만원,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
[핀챗] 외국어 번역 어플 서포터즈 4기 (~1/31),1380,NATION BRIDGE  LIMITED,네이션브릿지,대외활동,기타,2018-01-17 ~ 2018-01-31,300만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
캠퍼스플레이 대학생 서포터즈 3기 모집,729,캠퍼스플레이,캠퍼스플레이,대외활동,대학생,2018-01-23 ~ 2018-01-21,30만원+공기청정기,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KT&G복지재단 2018년 신규 협력동아리 모집,540,KT&G복지재단,KT&G복지재단,봉사활동,대학생,2018-01-08 ~ 2018-01-31,300만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2018 에너지움 블로그기자단 모집,722,한국에너지기술연구원,미래창조과학부,광고/마케팅대외활동,대학생/대학원생/일반인,2018-01-15 ~ 2018-02-10,100만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
제 4기 유니세프 부산 아동권리 캠페인 봉사단 2차 모집,658,유니세프 한국위원회,유니세프 한국위원회 부산사무소,봉사활동,대학생,2018-01-26 ~ 2018-02-01,역량코멘트 제공 등,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
글로벌 하드웨어 유니버시티 GHU,1131,서울창조경제혁신센터,N15,기획/아이디어과학/공학대외활동,대학생/대학원생/일반인/기타,2017-11-21 ~ 2017-11-23,역량코멘트 제공 등,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
현대모비스 대학생통신원 15기 모집,811,현대모비스,현대모비스,사진UCC/영상대외활동,대학생,2017-11-13 ~ 2017-11-26,50만원,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
PHINCHAT 서포터즈 3기,1475,NATION BRIDGE LIMITED,NATION BRIDGE LIMITED,대외활동,대학생,2017-11-03 ~ 2017-11-10,300만원,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
KT&G복지재단 2017 아름드리 일일산타 일반 봉사자 모집,506,KTNG복지재단,KTNG복지재단,봉사활동,대학생,2017-10-10 ~ 2017-11-09,150만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제10차 미국 멕시코 해외봉사단 모집,1907,국제청년센터,국제청년센터,대외활동봉사활동해외,제한없음,2017-11-10 ~ 2017-12-10,150만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
KT&G복지재단 2017년 명사특강 시인 하상욱 수강생 모집,577,KTNG복지재단,KTNG복지재단,봉사활동,제한없음,2017-10-23 ~ 2017-11-15,150만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017년 말산업 연구 심포지엄 馬홍보서포터즈 1기 모집,1278,한국마사회,말산업연구소,광고/마케팅대외활동,대학생/대학원생/일반인/어린이,2017-11-10 ~ 2017-11-19,150만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
한국공인회계사회 대학생 서포터즈 YP 모집,734,한국공인회계사회,한국공인회계사회 조세지원센터,광고/마케팅대외활동봉사활동,대학생/대학원생,2017-11-06 ~ 2017-11-24,100만원,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
상담 자원봉사 스터디그룹 '다온' 모집,691,서울YMCA 청소년상담실 신문고,서울YMCA 청소년상담실 신문고,대외활동봉사활동,기타,2017-11-13 ~ 2017-11-30,100만원,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
제 8기 마인드 UP 캠프 대학생 서포터즈 모집,861,위엠유,위엠유,사진UCC/영상대외활동봉사활동,대학생/대학원생,2017-10-01 ~ 2017-11-26,50만원,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
